"","name","artists","daily_rank","country","snapshot_date","popularity","is_explicit","duration_ms","danceability","album_release_date"
"2790","La Bachata","Manuel Turizo",40,"DO","6/5/2024",85,FALSE,162637,0.835,"3/17/2023"
"2791","Ma Buena","Yaisel LM, B One El Productor De Oro",41,"DO","6/5/2024",53,FALSE,152653,0.941,"4/26/2024"
"2792","Soltera","NTG",42,"DO","6/5/2024",52,TRUE,146526,0.644,"2/28/2024"
"2793","La Diabla","Xavi",43,"DO","6/5/2024",88,FALSE,172264,0.751,"11/30/2023"
"2794","GATITAS SANDUNGUERAS VOL.1","Alvaro Diaz, Feid",44,"DO","6/5/2024",82,FALSE,131853,0.769,"5/17/2024"
"2795","Una Vida Pasada","Camilo, Carin Leon",45,"DO","6/5/2024",81,FALSE,218500,0.768,"4/2/2024"
"2796","MI EX TENÍA RAZÓN","KAROL G",46,"DO","6/5/2024",83,FALSE,154374,0.634,"8/10/2023"
"2797","Me Arregle - El loco","Bulin 47",47,"DO","6/5/2024",61,FALSE,169660,0.795,"3/30/2024"
"2798","Eso E","Donaty, El Baby R",48,"DO","6/5/2024",62,TRUE,139728,0.836,"10/6/2023"
"2799","Mejor","Sin Nombre, NTG",49,"DO","6/5/2024",49,TRUE,148750,0.757,"4/30/2024"
"2800","LA CANCIÓN","J Balvin, Bad Bunny",50,"DO","6/5/2024",83,FALSE,242573,0.756,"6/28/2019"
"3001","Mirame","Blessd, Ovy On The Drums",1,"CO","6/5/2024",76,TRUE,157453,0.717,"4/17/2024"
"3002","LUNA","Feid, ATL Jacob",2,"CO","6/5/2024",91,FALSE,196800,0.774,"12/1/2023"
"3003","GATITAS SANDUNGUERAS VOL.1","Alvaro Diaz, Feid",3,"CO","6/5/2024",82,FALSE,131853,0.769,"5/17/2024"
"3004","Brickell","Feid, Yandel",4,"CO","6/5/2024",83,TRUE,180360,0.805,"4/10/2024"
"3005","Santa","Rvssian, Rauw Alejandro, Ayra Starr",5,"CO","6/5/2024",79,FALSE,193038,0.725,"4/3/2024"
"3006","offline","Young Miko, Feid",6,"CO","6/5/2024",87,TRUE,201935,0.794,"4/5/2024"
"3007","PERRO NEGRO","Bad Bunny, Feid",7,"CO","6/5/2024",88,TRUE,162767,0.911,"10/13/2023"
"3008","El Amor Y La Felicidad","Chakal Del Sur",8,"CO","6/5/2024",59,FALSE,165575,0.624,"4/4/2024"
"3009","Gata Only","FloyyMenor, Cris Mj",9,"CO","6/5/2024",97,TRUE,222000,0.791,"2/2/2024"
"3010","CUAL ES ESA","Feid, Pirlo",10,"CO","6/5/2024",75,TRUE,172506,0.916,"12/1/2023"
"3011","Feliz Cumpleaños Ferxxo","Feid",11,"CO","6/5/2024",83,FALSE,155960,0.865,"9/14/2022"
"3012","AMARGURA","KAROL G",12,"CO","6/5/2024",86,TRUE,170480,0.912,"2/24/2023"
"3013","Sicaria","MEL GRANDA, Jowell & Randy, Poo Bear",13,"CO","6/5/2024",72,TRUE,204649,0.849,"3/14/2024"
"3014","CLASSY 101","Feid, Young Miko",14,"CO","6/5/2024",82,TRUE,195586,0.858,"12/1/2023"
"3015","SI SABE FERXXO","Blessd, Feid",15,"CO","6/5/2024",79,TRUE,152500,0.726,"1/25/2024"
"3016","La Bachata","Manuel Turizo",16,"CO","6/5/2024",85,FALSE,162637,0.835,"3/17/2023"
"3017","QLONA","KAROL G, Peso Pluma",17,"CO","6/5/2024",86,TRUE,172797,0.841,"8/10/2023"
"3018","Primera Cita","Carin Leon",18,"CO","6/5/2024",84,FALSE,186455,0.536,"5/19/2023"
"3019","Normal","Feid",19,"CO","6/5/2024",81,TRUE,171880,0.709,"9/14/2022"
"3020","La Diabla","Xavi",20,"CO","6/5/2024",88,FALSE,172264,0.751,"11/30/2023"
"3021","Según Quién","Maluma, Carin Leon",21,"CO","6/5/2024",84,TRUE,142334,0.909,"8/25/2023"
"3022","ADIVINO","Myke Towers, Bad Bunny",22,"CO","6/5/2024",89,TRUE,278644,0.786,"4/25/2024"
"3023","Una Vida Pasada","Camilo, Carin Leon",23,"CO","6/5/2024",81,FALSE,218500,0.768,"4/2/2024"
"3024","GODIVA","Ovy On The Drums, Myke Towers, Blessd, Ryan Castro",24,"CO","6/5/2024",70,TRUE,219358,0.685,"3/13/2024"
"3025","ALAKRAN","Feid",25,"CO","6/5/2024",78,FALSE,90613,0.692,"12/1/2023"
"3026","WYA REMIX RED","J Abdiel, De La Rose, Yan Block, iZaak, Jay Wheeler",26,"CO","6/5/2024",73,TRUE,321741,0.733,"5/10/2024"
"3027","BBY BOO - REMIX","iZaak, Jhayco, Anuel AA",27,"CO","6/5/2024",85,TRUE,275862,0.703,"3/27/2024"
"3028","Es un Secreto","Plan B",28,"CO","6/5/2024",84,FALSE,192120,0.841,"7/20/2010"
"3029","Ferxxo 100","Feid",29,"CO","6/5/2024",78,FALSE,167760,0.705,"9/14/2022"
"3030","CHORRITO PA LAS ANIMAS","Feid",30,"CO","6/5/2024",79,TRUE,168133,0.743,"12/2/2022"
"3031","Monastery","Ryan Castro, Feid",31,"CO","6/5/2024",75,FALSE,189333,0.811,"11/12/2021"
"3032","Dile","Don Omar",32,"CO","6/5/2024",82,FALSE,204600,0.822,"1/1/2003"
"3033","Contentoso","Luis Alfonso",33,"CO","6/5/2024",63,FALSE,169887,0.802,"3/14/2024"
"3034","Señal De Vida","Ñejo & Dalmata",34,"CO","6/5/2024",68,FALSE,240255,0.722,"1/1/2013"
"3035","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa",35,"CO","6/5/2024",86,TRUE,158728,0.767,"4/18/2024"
"3036","WYA","J Abdiel, iZaak",36,"CO","6/5/2024",74,FALSE,196363,0.78,"9/20/2023"
"3037","Mi Palabra Contra la de Ellos - En Vivo","Luis Alfonso",37,"CO","6/5/2024",67,FALSE,181685,0.798,"3/23/2023"
"3038","LA INOCENTE","Mora, Feid",38,"CO","6/5/2024",81,TRUE,202173,0.757,"4/1/2022"
"3039","LA CANCIÓN","J Balvin, Bad Bunny",39,"CO","6/5/2024",83,FALSE,242573,0.756,"6/28/2019"
"3040","TU$$I (with Dei V)","YOVNGCHIMI, Dei V",40,"CO","6/5/2024",77,TRUE,163200,0.535,"12/8/2023"
"3041","Algo Que Se Quede","Grupo Niche",41,"CO","6/5/2024",70,FALSE,220135,0.751,"5/29/2020"
"3042","MI EX TENÍA RAZÓN","KAROL G",42,"CO","6/5/2024",83,FALSE,154374,0.634,"8/10/2023"
"3043","Hey Mor","Ozuna, Feid",43,"CO","6/5/2024",80,FALSE,196600,0.901,"10/7/2022"
"3044","Ojitos Chiquitos","Don Omar",44,"CO","6/5/2024",76,FALSE,229026,0.801,"1/1/2006"
"3045","Una Hoja en Blanco","Omar Geles, Esmeralda",45,"CO","6/5/2024",69,FALSE,284421,0.601,"1/1/1997"
"3046","Llorarás","Dimension Latina",46,"CO","6/5/2024",76,FALSE,228554,0.704,"1/17/1996"
"3047","Borro Cassette","Maluma",47,"CO","6/5/2024",81,FALSE,207306,0.73,"10/30/2015"
"3048","Jordan","Ryan Castro",48,"CO","6/5/2024",78,FALSE,176142,0.796,"5/24/2022"
"3049","Pa' Que Retozen","Tego Calderón",49,"CO","6/5/2024",79,TRUE,151666,0.815,"7/1/2003"
"3050","Busca Un Confidente","Los Diablitos",50,"CO","6/5/2024",67,FALSE,246046,0.721,"2/12/1996"
"3051","SI NO ES CONTIGO","Cris Mj",1,"CL","6/5/2024",82,TRUE,156000,0.763,"5/23/2024"
"3052","APAGA EL CEL","FloyyMenor, Lewis Somes",2,"CL","6/5/2024",80,TRUE,184806,0.696,"5/17/2024"
"3053","Gata Only","FloyyMenor, Cris Mj",3,"CL","6/5/2024",97,TRUE,222000,0.791,"2/2/2024"
"3054","MUJER FINA","Jere Klein, Lucky Brown, Adan La Amenaza",4,"CL","6/5/2024",64,TRUE,146250,0.842,"5/30/2024"
"3055","Gitana (feat. Bryartz)","Pablo Chill-E, Bryartz",5,"CL","6/5/2024",82,TRUE,221714,0.77,"3/29/2024"
"3056","Enrolar - Fantastic Four Remix","Kidd Voodoo, DrefQuila, Young Cister, Easykid, Swift 047",6,"CL","6/5/2024",76,TRUE,303582,0.74,"4/11/2024"
"3057","SOLO DIME","Jere Klein, El BAI, Dj Osar, Mateo on the Beatz",7,"CL","6/5/2024",63,TRUE,199062,0.756,"5/30/2024"
"3058","Avísame","Lucky Brown, Nes",8,"CL","6/5/2024",73,TRUE,163971,0.826,"5/3/2024"
"3059","Coa Xorete","Lucky Brown, Big Cvyu",9,"CL","6/5/2024",74,TRUE,130384,0.952,"3/14/2024"
"3060","Bastardo (feat. Ñengo Flow & Jere Klein)","Pablo Chill-E, Ñengo Flow, Jere Klein",10,"CL","6/5/2024",76,TRUE,264996,0.517,"3/29/2024"
"3061","Que Hay Amor","Cris Mj",11,"CL","6/5/2024",77,TRUE,169011,0.724,"4/4/2024"
"3062","Daytona","Cris Mj",12,"CL","6/5/2024",82,TRUE,173785,0.776,"11/9/2023"
"3063","REELS","Jere Klein, Axl Boore",13,"CL","6/5/2024",62,FALSE,135789,0.796,"5/30/2024"
"3064","Santa","Rvssian, Rauw Alejandro, Ayra Starr",14,"CL","6/5/2024",79,FALSE,193038,0.725,"4/3/2024"
"3065","Escarlata - Remix","eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA",15,"CL","6/5/2024",72,FALSE,283000,0.806,"2/22/2024"
"3066","LUNA","Feid, ATL Jacob",16,"CL","6/5/2024",91,FALSE,196800,0.774,"12/1/2023"
"3067","YUMMY!","Jere Klein, Lil Pump, Mateo on the Beatz",17,"CL","6/5/2024",61,TRUE,149528,0.858,"5/30/2024"
"3068","LA BANDA","Jere Klein, Adan La Amenaza",18,"CL","6/5/2024",61,FALSE,172500,0.871,"5/30/2024"
"3069","Ese Guille","Kidd Voodoo, Pablo Chill-E, Swift 047",19,"CL","6/5/2024",72,FALSE,154462,0.77,"2/29/2024"
"3070","Piel","Tiago PZK, Ke Personajes",20,"CL","6/5/2024",84,TRUE,141079,0.646,"2/1/2024"
"3071","BBY BOO - REMIX","iZaak, Jhayco, Anuel AA",21,"CL","6/5/2024",85,TRUE,275862,0.703,"3/27/2024"
"3072","REAL GANGSTA LOVE","Trueno",22,"CL","6/5/2024",75,TRUE,145342,0.831,"5/23/2024"
"3073","Diabólica","Cris Mj, Dei V",23,"CL","6/5/2024",78,TRUE,192000,0.725,"11/9/2023"
"3074","ANDAMOS READY","Jere Klein, Marcianeke, DONNER",24,"CL","6/5/2024",60,TRUE,158321,0.855,"5/30/2024"
"3075","BLANKITA COMO NIEVE","Jere Klein, Nes, Mateo on the Beatz",25,"CL","6/5/2024",60,TRUE,138750,0.886,"5/30/2024"
"3076","Minnie <3","Kidd Voodoo, Daiko 02",26,"CL","6/5/2024",71,TRUE,232653,0.708,"2/29/2024"
"3077","La Receta","DrefQuila, Kidd Voodoo, Easykid, Ovyze",27,"CL","6/5/2024",64,TRUE,263183,0.65,"5/16/2024"
"3078","ADIVINO","Myke Towers, Bad Bunny",28,"CL","6/5/2024",89,TRUE,278644,0.786,"4/25/2024"
"3079","GATITAS SANDUNGUERAS VOL.1","Alvaro Diaz, Feid",29,"CL","6/5/2024",82,FALSE,131853,0.769,"5/17/2024"
"3080","MA DIAMANTE","ITHAN NY, Ak4:20",30,"CL","6/5/2024",71,TRUE,148602,0.676,"3/21/2024"
"3081","PRINCESITA DE ...","Jere Klein, Nickoog Clk, Lucky Brown, El BAI",31,"CL","6/5/2024",75,TRUE,162397,0.875,"12/1/2023"
"3082","Es un Secreto","Plan B",32,"CL","6/5/2024",84,FALSE,192120,0.841,"7/20/2010"
"3083","2012","Ak4:20, J Alvarez",33,"CL","6/5/2024",69,TRUE,192197,0.698,"4/20/2024"
"3084","QUICKIE","Cris Mj",34,"CL","6/5/2024",68,TRUE,185454,0.644,"5/9/2024"
"3085","LOCA FARANDULERA","Jere Klein, Cris Mj",35,"CL","6/5/2024",72,TRUE,155723,0.857,"12/1/2023"
"3086","¿Cuál Es Su Nombre?","Lucky Brown, Jere Klein, Mateo on the Beatz",36,"CL","6/5/2024",71,TRUE,183400,0.815,"9/14/2023"
"3087","#NAME?","Kidd Voodoo, Dysbit",37,"CL","6/5/2024",68,TRUE,154794,0.686,"5/2/2024"
"3088","Grabándote:)","Kidd Voodoo, Swift 047",38,"CL","6/5/2024",69,TRUE,157375,0.768,"2/29/2024"
"3089","ME GUSTA","FloyyMenor, Lucky Brown",39,"CL","6/5/2024",68,TRUE,135352,0.803,"3/1/2024"
"3090","Perdonarte, ¿Para Qué?","Los Ángeles Azules, Emilia",40,"CL","6/5/2024",76,FALSE,193933,0.672,"5/23/2024"
"3091","Partyson","Cris Mj",41,"CL","6/5/2024",69,TRUE,198879,0.773,"11/9/2023"
"3092","Bad Boy","Sayian Jimmy, Nysix Music, CamiMusic",42,"CL","6/5/2024",72,TRUE,159101,0.577,"11/10/2023"
"3093","Recuérdame </3","Kidd Voodoo, LACUEVA",43,"CL","6/5/2024",64,FALSE,157585,0.554,"2/29/2024"
"3094","ANDO","Jere Klein, Gittobeatz",44,"CL","6/5/2024",77,TRUE,172774,0.84,"12/1/2023"
"3095","Enrolar","Kidd Voodoo, DrefQuila, Swift 047",45,"CL","6/5/2024",70,TRUE,167691,0.785,"2/29/2024"
"3096","Fashion Girl - Remix","Kidd Voodoo, Young Cister",46,"CL","6/5/2024",69,FALSE,191020,0.683,"5/11/2023"
"3097","Tas Texteandome","Katteyes, Kidd Voodoo",47,"CL","6/5/2024",69,TRUE,176700,0.839,"10/12/2023"
"3098","offline","Young Miko, Feid",48,"CL","6/5/2024",87,TRUE,201935,0.794,"4/5/2024"
"3099","AMARGURA","KAROL G",49,"CL","6/5/2024",86,TRUE,170480,0.912,"2/24/2023"
"3100","Vida Peligrosa","Standly",50,"CL","6/5/2024",69,FALSE,166736,0.804,"1/25/2024"
"3151","Houdini","Eminem",1,"CA","6/5/2024",87,TRUE,227239,0.936,"5/31/2024"
"3152","I Had Some Help (Feat. Morgan Wallen)","Post Malone, Morgan Wallen",2,"CA","6/5/2024",96,TRUE,178205,0.638,"5/10/2024"
"3153","A Bar Song (Tipsy)","Shaboozey",3,"CA","6/5/2024",66,TRUE,171291,0.722,"5/31/2024"
"3154","MILLION DOLLAR BABY","Tommy Richman",4,"CA","6/5/2024",3,FALSE,155151,0.852,"4/26/2024"
"3155","Espresso","Sabrina Carpenter",5,"CA","6/5/2024",99,TRUE,175459,0.701,"4/12/2024"
"3156","BIRDS OF A FEATHER","Billie Eilish",6,"CA","6/5/2024",95,FALSE,210373,0.747,"5/17/2024"
"3157","Not Like Us","Kendrick Lamar",7,"CA","6/5/2024",97,TRUE,274192,0.898,"5/4/2024"
"3158","BAND4BAND (feat. Lil Baby)","Central Cee, Lil Baby",8,"CA","6/5/2024",88,TRUE,140733,0.882,"5/23/2024"
"3159","Pink Skies","Zach Bryan",9,"CA","6/5/2024",86,FALSE,194920,0.525,"5/24/2024"
"3160","LUNCH","Billie Eilish",10,"CA","6/5/2024",96,FALSE,179586,0.893,"5/17/2024"
"3161","Beautiful Things","Benson Boone",11,"CA","6/5/2024",91,FALSE,180304,0.472,"4/5/2024"
"3162","Too Sweet","Hozier",12,"CA","6/5/2024",90,FALSE,251424,0.741,"3/22/2024"
"3163","Stargazing","Myles Smith",13,"CA","6/5/2024",90,FALSE,172533,0.635,"5/10/2024"
"3164","Austin (Boots Stop Workin')","Dasha",14,"CA","6/5/2024",91,TRUE,171782,0.756,"2/16/2024"
"3165","CHIHIRO","Billie Eilish",15,"CA","6/5/2024",94,FALSE,303440,0.7,"5/17/2024"
"3166","Lose Control","Teddy Swims",16,"CA","6/5/2024",91,FALSE,210688,0.561,"9/15/2023"
"3167","Fortnight (feat. Post Malone)","Taylor Swift, Post Malone",17,"CA","6/5/2024",94,FALSE,228965,0.504,"4/18/2024"
"3168","Stick Season","Noah Kahan",18,"CA","6/5/2024",91,FALSE,182346,0.664,"10/14/2022"
"3169","Good Luck, Babe!","Chappell Roan",19,"CA","6/5/2024",91,FALSE,218423,0.7,"4/5/2024"
"3170","i like the way you kiss me","Artemas",20,"CA","6/5/2024",97,FALSE,142514,0.599,"3/19/2024"
"3171","I Remember Everything (feat. Kacey Musgraves)","Zach Bryan, Kacey Musgraves",21,"CA","6/5/2024",89,FALSE,227195,0.429,"8/25/2023"
"3172","Like That","Future, Metro Boomin, Kendrick Lamar",22,"CA","6/5/2024",93,TRUE,267706,0.814,"3/22/2024"
"3173","Belong Together","Mark Ambor",23,"CA","6/5/2024",92,FALSE,148317,0.646,"2/16/2024"
"3174","Slow It Down","Benson Boone",24,"CA","6/5/2024",89,FALSE,161831,0.432,"4/5/2024"
"3175","Last Night","Morgan Wallen",25,"CA","6/5/2024",84,TRUE,163854,0.492,"3/3/2023"
"3176","we can't be friends (wait for your love)","Ariana Grande",26,"CA","6/5/2024",92,FALSE,228639,0.645,"3/8/2024"
"3177","one of wun","Gunna",27,"CA","6/5/2024",85,TRUE,144000,0.915,"5/10/2024"
"3178","Miles On It","Marshmello, Kane Brown",28,"CA","6/5/2024",84,FALSE,168355,0.634,"5/3/2024"
"3179","WILDFLOWER","Billie Eilish",29,"CA","6/5/2024",91,FALSE,261466,0.467,"5/17/2024"
"3180","Scared To Start","Michael Marcagi",30,"CA","6/5/2024",89,FALSE,159636,0.527,"1/12/2024"
"3181","End of Beginning","Djo",31,"CA","6/5/2024",95,FALSE,159245,0.689,"9/16/2022"
"3182","Ain't No Love In Oklahoma (From Twisters: The Album)","Luke Combs",32,"CA","6/5/2024",82,FALSE,210950,0.487,"5/16/2024"
"3183","Gata Only","FloyyMenor, Cris Mj",33,"CA","6/5/2024",97,TRUE,222000,0.791,"2/2/2024"
"3184","I Can Do It With a Broken Heart","Taylor Swift",34,"CA","6/5/2024",89,TRUE,218004,0.701,"4/18/2024"
"3185","Something in the Orange","Zach Bryan",35,"CA","6/5/2024",87,FALSE,228013,0.369,"4/22/2022"
"3186","Cowgirls (feat. ERNEST)","Morgan Wallen, ERNEST",36,"CA","6/5/2024",85,FALSE,181621,0.621,"3/3/2023"
"3187","Type Shit","Future, Metro Boomin, Travis Scott, Playboi Carti",37,"CA","6/5/2024",89,TRUE,228266,0.64,"3/22/2024"
"3188","L’AMOUR DE MA VIE","Billie Eilish",38,"CA","6/5/2024",89,FALSE,333986,0.467,"5/17/2024"
"3189","BLUE","Billie Eilish",39,"CA","6/5/2024",90,FALSE,343120,0.349,"5/17/2024"
"3190","euphoria","Kendrick Lamar",40,"CA","6/5/2024",92,TRUE,383639,0.831,"4/30/2024"
"3191","Cruel Summer","Taylor Swift",41,"CA","6/5/2024",93,FALSE,178426,0.552,"8/23/2019"
"3192","Heading South","Zach Bryan",42,"CA","6/5/2024",84,TRUE,171692,0.68,"9/30/2019"
"3193","Wind Up Missin’ You","Tucker Wetmore",43,"CA","6/5/2024",73,TRUE,166040,0.572,"3/29/2024"
"3194","Where the Wild Things Are","Luke Combs",44,"CA","6/5/2024",85,FALSE,239533,0.708,"3/24/2023"
"3195","Fast Car","Luke Combs",45,"CA","6/5/2024",85,FALSE,265493,0.712,"3/24/2023"
"3196","Thinkin’ Bout Me","Morgan Wallen",46,"CA","6/5/2024",85,FALSE,177387,0.659,"3/3/2023"
"3197","greedy","Tate McRae",47,"CA","6/5/2024",92,TRUE,131872,0.749,"9/15/2023"
"3198","Saturn","SZA",48,"CA","6/5/2024",92,FALSE,186191,0.411,"2/22/2024"
"3199","Evergreen","Richy Mitch & The Coal Miners",49,"CA","6/5/2024",88,FALSE,87000,0.555,"5/17/2017"
"3200","FE!N (feat. Playboi Carti)","Travis Scott, Playboi Carti",50,"CA","6/5/2024",91,TRUE,191700,0.569,"7/28/2023"
"3251","Digitando","Gustavo Moura & Rafael",1,"BR","6/5/2024",89,FALSE,195748,0.662,"6/23/2023"
"3252","MTG QUEM NÃO QUER SOU EU","DJ TOPO, Seu Jorge, Mc Leozin",2,"BR","6/5/2024",84,FALSE,123692,0.492,"5/10/2024"
"3253","THE BOX MEDLEY FUNK 2","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha",3,"BR","6/5/2024",82,FALSE,266666,0.778,"4/18/2024"
"3254","FALTA DE QUÊ?","Luan Pereira, Murilo Huff",4,"BR","6/5/2024",80,FALSE,152245,0.533,"5/16/2024"
"3255","Péssima Hora - Ao Vivo","Jefferson Moraes",5,"BR","6/5/2024",81,FALSE,177237,0.57,"12/8/2023"
"3256","Não Vou Namorar","DJ Ws da Igrejinha, DJ JOÃO PEREIRA, Mc Dudu Sk, MC TH DA SERRA, DALÃMA",6,"BR","6/5/2024",83,TRUE,162461,0.761,"1/19/2024"
"3257","Mtg Forró e Desmantelo","dj sv, Doug Hits, Manim Vaqueiro",7,"BR","6/5/2024",80,TRUE,149538,0.447,"3/20/2024"
"3258","Dois Tristes - Ao Vivo","Simone Mendes",8,"BR","6/5/2024",77,FALSE,189440,0.421,"4/4/2024"
"3259","Foi Intenso - Ao Vivo","Zé Neto & Cristiano, Ana Castela",9,"BR","6/5/2024",81,FALSE,132057,0.755,"5/1/2024"
"3260","Equivocada - Ao Vivo","Traia Véia, Gusttavo Lima",10,"BR","6/5/2024",81,FALSE,207194,0.528,"3/21/2024"
"3261","Mtg Quero Te Encontrar","DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles",11,"BR","6/5/2024",84,FALSE,177230,0.697,"2/23/2024"
"3262","MINHA EX","Zé Felipe",12,"BR","6/5/2024",80,TRUE,134516,0.682,"5/2/2024"
"3263","Gosta De Rua - Ao Vivo","Felipe e Rodrigo",13,"BR","6/5/2024",70,FALSE,171335,0.675,"5/3/2024"
"3264","Sonho Dela (Cowboy)","CountryBeat, Félix, Léo Souzza",14,"BR","6/5/2024",76,FALSE,113233,0.784,"5/3/2024"
"3265","A Mulher Mais Foda do Brasil - Ao Vivo","Márcia Fellipe",15,"BR","6/5/2024",48,TRUE,143474,0.584,"5/24/2024"
"3266","Vamo Marolar","L7NNON, MC Cabelinho, Palma, HHR",16,"BR","6/5/2024",74,TRUE,181512,0.943,"3/28/2024"
"3267","Deu Moral - Ao Vivo","Zé Neto & Cristiano",17,"BR","6/5/2024",82,FALSE,122169,0.625,"4/11/2024"
"3268","MTG QUERO VER SE VOCÊ TEM ATITUDE","Dj Luan Gomes",18,"BR","6/5/2024",72,TRUE,117576,0.785,"4/21/2024"
"3269","Daqui pra Sempre","Manu, Simone Mendes",19,"BR","6/5/2024",80,FALSE,202644,0.571,"9/22/2023"
"3270","CONFISSÕES PT2","Nagalli, KayBlack, Veigh, Supernova Ent",20,"BR","6/5/2024",79,TRUE,145812,0.654,"4/25/2024"
"3271","Haverá Sinais - Ao Vivo","Jorge & Mateus, Lauana Prado",21,"BR","6/5/2024",83,FALSE,190272,0.747,"2/14/2024"
"3272","Primeiro Passo / Ânsia / Volta Vai - Ao Vivo","Xand Avião, Simone Mendes",22,"BR","6/5/2024",79,FALSE,312686,0.448,"1/26/2024"
"3273","Dois Fugitivos - Ao Vivo","Simone Mendes",23,"BR","6/5/2024",76,FALSE,173370,0.664,"10/20/2023"
"3274","Sorriso no Rosto","Mc IG, Murillo e LT no Beat, DJ Glenner",24,"BR","6/5/2024",70,TRUE,148000,0.637,"5/28/2024"
"3275","Vem Desestressar","Eric Land, MC PH",25,"BR","6/5/2024",77,FALSE,115298,0.752,"5/3/2024"
"3276","TUMBÁTUM","Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",26,"BR","6/5/2024",79,TRUE,121384,0.711,"12/22/2023"
"3277","Vem Desestressar","MC PH, Vulgo FK, Veigh, Pedro Lotto, prodbyeros",27,"BR","6/5/2024",73,TRUE,243870,0.767,"4/10/2024"
"3278","A Internet É Toxica","Dj Lc, DJ JOAO DA INESTAN, Mc Pretchako, MC Saci",28,"BR","6/5/2024",79,FALSE,161884,0.6,"8/29/2023"
"3279","Sagrado Profano","Luísa Sonza, KayBlack",29,"BR","6/5/2024",68,FALSE,196601,0.665,"5/28/2024"
"3280","Aquariano Nato","MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako",30,"BR","6/5/2024",80,TRUE,116307,0.856,"7/25/2023"
"3281","Anestesiado - Ao Vivo","Murilo Huff",31,"BR","6/5/2024",68,FALSE,172548,0.53,"3/28/2024"
"3282","Coração de Vaqueiro","João Gomes, Iguinho e Lulinha, Tarcísio do Acordeon",32,"BR","6/5/2024",78,FALSE,222296,0.794,"4/26/2024"
"3283","Dedo do Meio - Ao Vivo","Murilo Huff",33,"BR","6/5/2024",80,FALSE,167391,0.664,"3/28/2024"
"3284","Ninguém Sabe","Wesley Safadão",34,"BR","6/5/2024",83,FALSE,181097,0.735,"4/5/2024"
"3285","Melhor Vibe","MC Ryan SP, Filipe Ret, Chefin, Caio Luccas, Dallass, Rocco",35,"BR","6/5/2024",78,TRUE,341408,0.739,"3/20/2024"
"3286","Chorosa - Ao Vivo","Guilherme & Benuto",36,"BR","6/5/2024",68,FALSE,155488,0.49,"5/30/2024"
"3287","CHIHIRO","Billie Eilish",37,"BR","6/5/2024",94,FALSE,303440,0.7,"5/17/2024"
"3288","Amor Diferente - Ao Vivo","Thiago e Samuel, Simone Mendes, Os Parazim",38,"BR","6/5/2024",80,FALSE,175903,0.629,"4/26/2024"
"3289","Quero Ver Cês Terminar","Gustavo Moura & Rafael",39,"BR","6/5/2024",80,FALSE,160669,0.681,"1/15/2024"
"3290","Nossos Dias","Alok, Zeeba",40,"BR","6/5/2024",79,FALSE,164000,0.565,"4/26/2024"
"3291","Problemas de um Milionário","WIU, Teto",41,"BR","6/5/2024",78,TRUE,144360,0.93,"4/10/2024"
"3292","LUNCH","Billie Eilish",42,"BR","6/5/2024",96,FALSE,179586,0.893,"5/17/2024"
"3293","Diz Aí Qual é o Plano?","Mc IG, MC Ryan SP, Oruam, MC PH, Mc Poze do Rodo, MC GP, TrapLaudo, Mc Luki, MC GH do 7, MC Nego Micha, Murillo e LT no Beat",43,"BR","6/5/2024",72,TRUE,703157,0.59,"3/21/2024"
"3294","Péssimo Negócio - Ao Vivo","Maneva, Juliette",44,"BR","6/5/2024",61,FALSE,204436,0.652,"9/29/2023"
"3295","Barulho Do Foguete - Ao Vivo","Zé Neto & Cristiano",45,"BR","6/5/2024",80,FALSE,133546,0.646,"6/22/2023"
"3296","Quase Algo - Ao Vivo Em Nova Iorque / 2022","Henrique & Juliano",46,"BR","6/5/2024",73,FALSE,178251,0.359,"12/15/2023"
"3297","Samba de Malandro","MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",47,"BR","6/5/2024",79,TRUE,300842,0.633,"3/14/2024"
"3298","Morena De Goiânia - Ao Vivo","Hugo & Guilherme, Maiara & Maraisa",48,"BR","6/5/2024",79,FALSE,166804,0.767,"3/21/2024"
"3299","ENTRA NA DEFENDER","Luan Pereira, Mc Daniel",49,"BR","6/5/2024",83,FALSE,174727,0.749,"3/21/2024"
"3300","Como Um Beijo","Marcos & Belutti, Nadson O Ferinha",50,"BR","6/5/2024",69,FALSE,205973,0.625,"5/24/2024"
"3551","Perdonarte, ¿Para Qué?","Los Ángeles Azules, Emilia",1,"AR","6/5/2024",76,FALSE,193933,0.672,"5/23/2024"
"3552","HOY","The La Planta",2,"AR","6/5/2024",71,FALSE,177805,0.695,"5/16/2024"
"3553","IMAN (Two Of Us)","Maria Becerra",3,"AR","6/5/2024",75,FALSE,122405,0.8,"5/16/2024"
"3554","Ojos Verdes","Nicki Nicole",4,"AR","6/5/2024",78,FALSE,142410,0.582,"4/24/2024"
