"","name","artists","daily_rank","country","snapshot_date","popularity","is_explicit","duration_ms","danceability","album_release_date"
"3555","Un Besito Más","Salastkbron, Diel Paris",5,"AR","6/5/2024",77,FALSE,160750,0.693,"3/14/2024"
"3556","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea",6,"AR","6/5/2024",83,TRUE,284308,0.728,"4/16/2024"
"3557","Tu Foto - En Vivo","Q' Lokura, Valentino Merlo",7,"AR","6/5/2024",72,FALSE,180385,0.561,"5/16/2024"
"3558","LUNA","Feid, ATL Jacob",8,"AR","6/5/2024",91,FALSE,196800,0.774,"12/1/2023"
"3559","Piel","Tiago PZK, Ke Personajes",9,"AR","6/5/2024",84,TRUE,141079,0.646,"2/1/2024"
"3560","REAL GANGSTA LOVE","Trueno",10,"AR","6/5/2024",75,TRUE,145342,0.831,"5/23/2024"
"3561","Gata Only","FloyyMenor, Cris Mj",11,"AR","6/5/2024",97,TRUE,222000,0.791,"2/2/2024"
"3562","Santa","Rvssian, Rauw Alejandro, Ayra Starr",12,"AR","6/5/2024",79,FALSE,193038,0.725,"4/3/2024"
"3563","SI NO ES CONTIGO","Cris Mj",13,"AR","6/5/2024",82,TRUE,156000,0.763,"5/23/2024"
"3564","HOLA PERDIDA REMIX","Luck Ra, Maluma, KHEA",14,"AR","6/5/2024",67,FALSE,201030,0.479,"5/31/2024"
"3565","APAGA EL CEL","FloyyMenor, Lewis Somes",15,"AR","6/5/2024",80,TRUE,184806,0.696,"5/17/2024"
"3566","30 GRADOS","El Turko, Mandale Flow",16,"AR","6/5/2024",77,TRUE,151441,0.676,"1/26/2024"
"3567","FLECHAZO EN EL CENTRO","YSY A, Bhavi, Milo j",17,"AR","6/5/2024",76,FALSE,185241,0.753,"9/6/2023"
"3568","Tumba","Thomy DJ",18,"AR","6/5/2024",70,FALSE,180543,0.871,"8/19/2023"
"3569","HOLA PERDIDA","Luck Ra, KHEA",19,"AR","6/5/2024",74,FALSE,166536,0.482,"2/2/2024"
"3570","Tal Para Cual","Salastkbron, Omar Varela",20,"AR","6/5/2024",75,FALSE,151224,0.842,"1/11/2024"
"3571","UH LA LA LA","DobleP, Salastkbron, Gusty dj",21,"AR","6/5/2024",74,FALSE,167058,0.816,"3/21/2024"
"3572","QUE ME FALTE TODO","Luck Ra, Abel Pintos",22,"AR","6/5/2024",71,FALSE,165918,0.731,"2/2/2024"
"3573","BBY BOO - REMIX","iZaak, Jhayco, Anuel AA",23,"AR","6/5/2024",85,TRUE,275862,0.703,"3/27/2024"
"3574","Mil Preguntas","Q' Lokura, Luck Ra",24,"AR","6/5/2024",72,FALSE,166973,0.641,"4/11/2024"
"3575","ROZE | DJ TAO Turreo Sessions #22","DJ Tao, Roze Oficial",25,"AR","6/5/2024",73,FALSE,155291,0.814,"11/23/2023"
"3576","Mil Preguntas","The La Planta, Luana",26,"AR","6/5/2024",74,FALSE,177375,0.555,"3/7/2024"
"3577","offline","Young Miko, Feid",27,"AR","6/5/2024",87,TRUE,201935,0.794,"4/5/2024"
"3578","TATTOO","elaggume, Fauna Music, Coco Palmer",28,"AR","6/5/2024",67,TRUE,136064,0.862,"5/2/2024"
"3579","La_Original.mp3","Emilia, TINI",29,"AR","6/5/2024",78,FALSE,140625,0.833,"11/3/2023"
"3580","Por Mil Noches","Airbag",30,"AR","6/5/2024",73,FALSE,283884,0.554,"11/27/2013"
"3581","SINVERGÜENZA - con Angela Torres","Emanero, Karina, j mena, Angela Torres",31,"AR","6/5/2024",72,FALSE,217490,0.764,"12/5/2023"
"3582","M.A.I","Milo j",32,"AR","6/5/2024",81,FALSE,184027,0.364,"11/30/2023"
"3583","Cierre Rkt","Eze Remix, Matt Sebastian",33,"AR","6/5/2024",69,FALSE,120018,0.858,"3/20/2024"
"3584","Una Foto Remix (feat. Emilia)","Mesita, Nicki Nicole, Tiago PZK, Emilia",34,"AR","6/5/2024",83,FALSE,243898,0.76,"1/5/2024"
"3585","La Morocha","Luck Ra, BM",35,"AR","6/5/2024",70,FALSE,134144,0.756,"2/2/2024"
"3586","Exclusive.mp3","Emilia",36,"AR","6/5/2024",76,FALSE,120600,0.858,"11/3/2023"
"3587","EL NEGRO TECLA | Omar Algo Anda Mal #9","Omar Varela, El negro tecla",37,"AR","6/5/2024",70,FALSE,148000,0.753,"12/21/2023"
"3588","Hasta Olvidarte","Mau y Ricky, Arcángel",38,"AR","6/5/2024",71,FALSE,188862,0.479,"5/31/2024"
"3589","Mi Corazón","Tiago PZK",39,"AR","6/5/2024",69,FALSE,164565,0.681,"5/23/2024"
"3590","GAFITA Y CHOMBA","Ponte Perro, Kaleb Di Masi",40,"AR","6/5/2024",72,FALSE,192000,0.929,"1/18/2024"
"3591","Ese Maldito Momento","No Te Va Gustar",41,"AR","6/5/2024",70,FALSE,185866,0.643,"10/18/2012"
"3592","Bad Boy","Sayian Jimmy, Nysix Music, CamiMusic",42,"AR","6/5/2024",72,TRUE,159101,0.577,"11/10/2023"
"3593","El Amor De Mi Vida","Los Ángeles Azules, Maria Becerra",43,"AR","6/5/2024",54,FALSE,184866,0.615,"4/12/2024"
"3594","LATTE (feat. Maria Becerra)","The Academy: Segunda Misión, Dalex, Lenny Tavárez, Sech, Justin Quiles, Dímelo Flow, Maria Becerra",44,"AR","6/5/2024",73,TRUE,260534,0.756,"3/28/2024"
"3595","NO SE VE NA","DobleP, Lauty Gram, Matt Sebastian",45,"AR","6/5/2024",65,TRUE,146400,0.88,"5/9/2024"
"3596","Daytona","Cris Mj",46,"AR","6/5/2024",82,TRUE,173785,0.776,"11/9/2023"
"3597","Inocente","Roze Oficial, Peipper",47,"AR","6/5/2024",71,FALSE,171500,0.615,"12/1/2023"
"3598","Sin Querer","Fer Vazquez, Flor Alvarez",48,"AR","6/5/2024",72,TRUE,141071,0.715,"12/14/2023"
"3599","Una Foto","Mesita",49,"AR","6/5/2024",72,FALSE,122500,0.811,"8/15/2023"
"3600","FIESTA PUNKY","DobleP, Pereiraremix, VERNAZ",50,"AR","6/5/2024",70,TRUE,144600,0.684,"12/13/2023"
"629021","La Morocha","Luck Ra, BM",1,"UY","12/12/2023",84,FALSE,134144,0.753,"7/7/2023"
"629022","La_Original.mp3","Emilia, TINI",2,"UY","12/12/2023",82,FALSE,140625,0.833,"11/3/2023"
"629023","Linda - Remix","Marka Akme, DJ Tao, Lauty Gram, Migrantes, Peipper",3,"UY","12/12/2023",82,FALSE,234105,0.78,"9/27/2023"
"629024","Besos con Fernet","Rusherking, Marama",4,"UY","12/12/2023",76,FALSE,147375,0.742,"11/7/2023"
"629025","Exclusive.mp3","Emilia",5,"UY","12/12/2023",82,FALSE,120600,0.858,"11/3/2023"
"629026","Ni Una Ni Dos","BM",6,"UY","12/12/2023",82,TRUE,158535,0.781,"6/28/2023"
"629027","Lollipop","Darell",7,"UY","12/12/2023",92,TRUE,199946,0.822,"7/28/2023"
"629028","Una Foto","Mesita",8,"UY","12/12/2023",82,FALSE,122500,0.811,"8/15/2023"
"629029","Un Finde | CROSSOVER #2","Big One, FMK, Ke Personajes",9,"UY","12/12/2023",86,FALSE,162500,0.499,"4/4/2023"
"629030","Bad Boy","Sayian Jimmy, Nysix Music",10,"UY","12/12/2023",74,TRUE,159101,0.577,"11/10/2023"
"629031","Los del Espacio","LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",11,"UY","12/12/2023",86,FALSE,338000,0.813,"6/1/2023"
"629032","Columbia","Quevedo",12,"UY","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"629033","GTA.mp3","Emilia",13,"UY","12/12/2023",76,FALSE,151653,0.882,"11/3/2023"
"629034","El Amor De Mi Vida","Los Ángeles Azules, Maria Becerra",14,"UY","12/12/2023",59,FALSE,184586,0.618,"8/18/2023"
"629035","Tu y Yo","LA NUEVA ESCUELA",15,"UY","12/12/2023",59,FALSE,127628,0.569,"12/30/2022"
"629036","PERRO NEGRO","Bad Bunny, Feid",16,"UY","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"629037","Ahi Ahi","El negro tecla",17,"UY","12/12/2023",79,TRUE,176796,0.781,"12/8/2021"
"629038","Mentiras | CROSSOVER #3","Big One, Ulises Bueno, Rusherking",18,"UY","12/12/2023",80,FALSE,168000,0.736,"7/25/2023"
"629039","Ya No Vuelvas (Versión Cuarteto)","Luck Ra, La K'onga, Ke Personajes",19,"UY","12/12/2023",82,FALSE,204000,0.736,"12/1/2022"
"629040","En La Intimidad | CROSSOVER #1","Big One, Emilia, Callejero Fino",20,"UY","12/12/2023",79,FALSE,165854,0.804,"2/1/2023"
"629041","QLONA","KAROL G, Peso Pluma",21,"UY","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"629042","ADIÓS","Maria Becerra",22,"UY","12/12/2023",81,TRUE,160856,0.747,"12/8/2022"
"629043","CORAZÓN VACÍO","Maria Becerra",23,"UY","12/12/2023",84,FALSE,160535,0.681,"6/22/2023"
"629044","Quiero Creer","Luck Ra, La T y La M, Rusherking",24,"UY","12/12/2023",75,FALSE,145054,0.678,"2/3/2023"
"629045","LALA","Myke Towers",25,"UY","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"629046","Lágrimas | CROSSOVER #4","Big One, TINI, BM",26,"UY","12/12/2023",75,FALSE,167419,0.771,"10/10/2023"
"629047","Salgo a Bailar","FMK, Emilia",27,"UY","12/12/2023",78,FALSE,157830,0.73,"7/14/2023"
"629048","Rara Vez","Taiu, Milo j",28,"UY","12/12/2023",88,FALSE,128677,0.838,"2/8/2023"
"629049","ANDO","Jere Klein, Gittobeatz",29,"UY","12/12/2023",68,TRUE,172774,0.869,"12/1/2023"
"629050","No_Se_Ve.mp3","Emilia, LUDMILLA, ZECCA",30,"UY","12/12/2023",75,FALSE,203636,0.765,"11/3/2023"
"629051","Fruto","Bizarrap, Milo j",31,"UY","12/12/2023",88,FALSE,132294,0.801,"10/4/2023"
"629052","DILUVIO","Rauw Alejandro",32,"UY","12/12/2023",90,TRUE,197052,0.845,"7/7/2023"
"629053","Amigo Remix","El Villano, BM, Migrantes",33,"UY","12/12/2023",70,FALSE,141501,0.75,"7/20/2023"
"629054","Que Dolor","LA NUEVA ESCUELA",34,"UY","12/12/2023",58,FALSE,181745,0.61,"2/1/2023"
"629055","FLECHAZO EN EL CENTRO","YSY A, Bhavi, Milo j",35,"UY","12/12/2023",82,FALSE,185241,0.767,"9/6/2023"
"629056","Inocente","Roze Oficial, Peipper",36,"UY","12/12/2023",61,FALSE,171500,0.615,"12/1/2023"
"629057","Si No Estás","iñigo quintero",37,"UY","12/12/2023",98,FALSE,184061,0.537,"9/23/2022"
"629058","Cumbia Cheta","Rombai, Cami Raj",38,"UY","12/12/2023",65,FALSE,151500,0.787,"11/22/2023"
"629059","OJITOS ROJOS","Grupo Frontera, Ke Personajes",39,"UY","12/12/2023",80,FALSE,221601,0.721,"8/25/2023"
"629060","DIME SI ERES FELIZ VOL.2","BM, Hernan y La Champion's Liga",40,"UY","12/12/2023",77,FALSE,171667,0.713,"8/30/2023"
"629061","Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",41,"UY","12/12/2023",85,FALSE,189901,0.795,"10/3/2023"
"629062","DISCOTEKA (feat. Locura Mix)","The La Planta, BM, Alejo Isakk, Locura Mix",42,"UY","12/12/2023",76,FALSE,204480,0.822,"2/16/2023"
"629063","IConic.mp3","Emilia",43,"UY","12/12/2023",77,FALSE,181043,0.721,"11/3/2023"
"629064","Me Enteré","Tiago PZK, TINI",44,"UY","12/12/2023",77,FALSE,182075,0.595,"5/18/2023"
"629065","DISPARA ***","Nicki Nicole, Milo j",45,"UY","12/12/2023",80,TRUE,143935,0.81,"5/18/2023"
"629066","QUE ME FALTE TODO","Luck Ra, Abel Pintos",46,"UY","12/12/2023",79,FALSE,165918,0.73,"10/26/2023"
"629067","Anoche","LA NUEVA ESCUELA, Juanjo Morgade",47,"UY","12/12/2023",54,FALSE,138461,0.751,"9/29/2023"
"629068","CLASSY 101","Feid, Young Miko",48,"UY","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"629069","UNA BALA","Milo j, Peso Pluma",49,"UY","12/12/2023",80,FALSE,182500,0.649,"11/30/2023"
"629070","NO DA MÁS","YSY A, Duki, ONIRIA, Yesan 雪山",50,"UY","12/12/2023",77,FALSE,168484,0.606,"11/11/2023"
"629071","Rockin' Around The Christmas Tree","Brenda Lee",1,"US","12/12/2023",96,FALSE,126266,0.589,"10/19/1964"
"629072","Jingle Bell Rock","Bobby Helms",2,"US","12/12/2023",92,FALSE,130973,0.754,"12/2/1957"
"629073","All I Want for Christmas Is You","Mariah Carey",3,"US","12/12/2023",98,FALSE,241106,0.336,"10/28/1994"
"629074","It's the Most Wonderful Time of the Year","Andy Williams",4,"US","12/12/2023",78,FALSE,151000,0.234,"1/1/1963"
"629075","Last Christmas - Single Version","Wham!",5,"US","12/12/2023",87,FALSE,265960,0.733,"7/7/2023"
"629076","Lovin On Me","Jack Harlow",6,"US","12/12/2023",96,TRUE,138411,0.943,"11/10/2023"
"629077","Let It Snow! Let It Snow! Let It Snow!","Dean Martin",7,"US","12/12/2023",94,FALSE,117146,0.451,"1/1/1959"
"629078","A Holly Jolly Christmas","Burl Ives",8,"US","12/12/2023",90,FALSE,135533,0.683,"10/1/1965"
"629079","It's Beginning to Look a Lot like Christmas","Michael Bublé",9,"US","12/12/2023",85,FALSE,207199,0.331,"10/14/2011"
"629080","Santa Tell Me","Ariana Grande",10,"US","12/12/2023",95,FALSE,204093,0.525,"11/24/2014"
"629081","greedy","Tate McRae",11,"US","12/12/2023",100,TRUE,131872,0.75,"9/15/2023"
"629082","Underneath the Tree","Kelly Clarkson",12,"US","12/12/2023",84,FALSE,229640,0.509,"10/29/2013"
"629083","Sleigh Ride","The Ronettes",13,"US","12/12/2023",81,FALSE,181266,0.529,"12/4/2020"
"629084","The Christmas Song (Merry Christmas To You)","Nat King Cole",14,"US","12/12/2023",89,FALSE,192160,0.319,"1/1/1962"
"629085","Feliz Navidad","José Feliciano",15,"US","12/12/2023",86,FALSE,182066,0.513,"9/24/2002"
"629086","White Christmas - 1947 Version","Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",16,"US","12/12/2023",89,FALSE,177480,0.317,"1/1/1942"
"629087","My Love Mine All Mine","Mitski",17,"US","12/12/2023",98,FALSE,137773,0.504,"9/15/2023"
"629088","Holly Jolly Christmas","Michael Bublé",18,"US","12/12/2023",81,FALSE,119786,0.647,"10/14/2011"
"629089","Stick Season","Noah Kahan",19,"US","12/12/2023",93,FALSE,182346,0.662,"10/14/2022"
"629090","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",20,"US","12/12/2023",88,FALSE,155933,0.724,"8/20/1999"
"629091","Jingle Bells - Remastered 1999","Frank Sinatra",21,"US","12/12/2023",86,FALSE,120693,0.512,""
"629092","Santa Baby (with Henri René & His Orchestra)","Eartha Kitt, Henri René and His Orchestra",22,"US","12/12/2023",78,FALSE,206066,0.7,"1/1/2002"
"629093","I Remember Everything (feat. Kacey Musgraves)","Zach Bryan, Kacey Musgraves",23,"US","12/12/2023",93,FALSE,227195,0.429,"8/25/2023"
"629094","Christmas (Baby Please Come Home)","Darlene Love",24,"US","12/12/2023",83,FALSE,166453,0.325,"12/4/2020"
"629095","Agora Hills","Doja Cat",25,"US","12/12/2023",85,TRUE,265360,0.755,"9/20/2023"
"629096","Little Saint Nick - 1991 Remix","The Beach Boys",26,"US","12/12/2023",83,FALSE,118840,0.602,"11/9/1964"
"629097","Surround Sound (feat. 21 Savage & Baby Tate)","JID, 21 Savage, Baby Tate",27,"US","12/12/2023",90,TRUE,229938,0.575,"10/31/2022"
"629098","Blue Christmas","Elvis Presley",28,"US","12/12/2023",87,FALSE,129173,0.465,"10/15/1957"
"629099","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra, B. Swanson Quartet",29,"US","12/12/2023",89,FALSE,155453,0.652,"11/8/1994"
"629100","Deck The Halls","Nat King Cole",30,"US","12/12/2023",86,FALSE,68760,0.684,"1/1/1962"
"629101","Run Rudolph Run","Chuck Berry",31,"US","12/12/2023",86,FALSE,165733,0.681,"1/1/1986"
"629102","Cruel Summer","Taylor Swift",32,"US","12/12/2023",99,FALSE,178426,0.552,"8/23/2019"
"629103","IDGAF (feat. Yeat)","Drake, Yeat",33,"US","12/12/2023",93,TRUE,260111,0.663,"10/6/2023"
"629104","Snooze","SZA",34,"US","12/12/2023",92,TRUE,201800,0.559,"12/9/2022"
"629105","Needle (feat. Drake)","Nicki Minaj, Drake",35,"US","12/12/2023",77,TRUE,235689,0.807,"12/8/2023"
"629106","Mistletoe","Justin Bieber",36,"US","12/12/2023",91,FALSE,182946,0.657,"1/1/2011"
"629107","fukumean","Gunna",37,"US","12/12/2023",93,TRUE,125040,0.847,"6/16/2023"
"629108","500lbs","Lil Tecca",38,"US","12/12/2023",85,TRUE,144390,0.722,"9/22/2023"
"629109","Paint The Town Red","Doja Cat",39,"US","12/12/2023",88,TRUE,230480,0.864,"9/20/2023"
"629110","Mele Kalikimaka (Merry Christmas)","Bing Crosby, The Andrews Sisters",40,"US","12/12/2023",84,FALSE,175333,0.5,"1/1/1945"
"629111","Everybody (feat. Lil Uzi Vert)","Nicki Minaj, Lil Uzi Vert",41,"US","12/12/2023",75,TRUE,180869,0.736,"12/8/2023"
"629112","Something in the Orange","Zach Bryan",42,"US","12/12/2023",90,FALSE,228013,0.369,"4/22/2022"
"629113","Last Night","Morgan Wallen",43,"US","12/12/2023",86,TRUE,163854,0.492,"3/3/2023"
"629114","exes","Tate McRae",44,"US","12/12/2023",69,TRUE,159400,0.821,"12/8/2023"
"629115","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",45,"US","12/12/2023",89,FALSE,227653,0.774,"5/16/1980"
"629116","Christmas Time Is Here","Vince Guaraldi Trio",46,"US","12/12/2023",82,FALSE,163093,0.367,"1/1/1998"
"629117","First Person Shooter (feat. J. Cole)","Drake, J. Cole",47,"US","12/12/2023",91,TRUE,247444,0.47,"10/6/2023"
"629118","Please Come Home for Christmas - 2013 Remaster","Eagles",48,"US","12/12/2023",85,FALSE,177440,0.612,"11/27/1978"
"629119","Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift",49,"US","12/12/2023",94,FALSE,229477,0.596,"10/26/2023"
"629120","vampire","Olivia Rodrigo",50,"US","12/12/2023",94,TRUE,219724,0.511,"9/8/2023"
"629871","PERRO NEGRO","Bad Bunny, Feid",1,"PE","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"629872","QLONA","KAROL G, Peso Pluma",2,"PE","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"629873","LALA","Myke Towers",3,"PE","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"629874","Columbia","Quevedo",4,"PE","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"629875","AMARGURA","KAROL G",5,"PE","12/12/2023",90,TRUE,170480,0.92,"2/24/2023"
"629876","Un Finde | CROSSOVER #2","Big One, FMK, Ke Personajes",6,"PE","12/12/2023",86,FALSE,162500,0.499,"4/4/2023"
"629877","Según Quién","Maluma, Carin Leon",7,"PE","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"629878","Rara Vez","Taiu, Milo j",8,"PE","12/12/2023",88,FALSE,128677,0.838,"2/8/2023"
"629879","LUNA","Feid, ATL Jacob",9,"PE","12/12/2023",82,FALSE,196800,0.774,"12/1/2023"
"629880","Feliz Cumpleaños Ferxxo","Feid",10,"PE","12/12/2023",87,FALSE,155960,0.865,"9/14/2022"
"629881","CLASSY 101","Feid, Young Miko",11,"PE","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"629882","DILUVIO","Rauw Alejandro",12,"PE","12/12/2023",90,TRUE,197052,0.845,"7/7/2023"
"629883","Si No Estás","iñigo quintero",13,"PE","12/12/2023",98,FALSE,184061,0.537,"9/23/2022"
"629884","MI EX TENÍA RAZÓN","KAROL G",14,"PE","12/12/2023",88,FALSE,154374,0.634,"8/10/2023"
"629885","Es un Secreto","Plan B",15,"PE","12/12/2023",72,FALSE,190560,0.841,"7/20/2010"
"629886","Lollipop","Darell",16,"PE","12/12/2023",92,TRUE,199946,0.822,"7/28/2023"
"629887","Reggaeton Champagne","Bellakath, Dani Flow",17,"PE","12/12/2023",90,TRUE,159170,0.795,"10/5/2023"
"629888","un x100to","Grupo Frontera, Bad Bunny",18,"PE","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"629889","Hey Mor","Ozuna, Feid",19,"PE","12/12/2023",87,FALSE,196600,0.901,"10/7/2022"
"629890","Me Rehúso","Danny Ocean",20,"PE","12/12/2023",84,FALSE,205714,0.744,"3/22/2019"
"629891","Fruto","Bizarrap, Milo j",21,"PE","12/12/2023",88,FALSE,132294,0.801,"10/4/2023"
"629892","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto",22,"PE","12/12/2023",90,TRUE,183550,0.79,"11/3/2023"
"629893","OJITOS ROJOS","Grupo Frontera, Ke Personajes",23,"PE","12/12/2023",80,FALSE,221601,0.721,"8/25/2023"
"629894","Chulo pt.2","Bad Gyal, Tokischa, Young Miko",24,"PE","12/12/2023",88,TRUE,219333,0.852,"6/22/2023"
"629895","La Bachata","Manuel Turizo",25,"PE","12/12/2023",85,FALSE,162637,0.835,"3/17/2023"
"629896","BUBALU","Feid, Rema",26,"PE","12/12/2023",79,FALSE,228186,0.786,"9/29/2023"
"629897","MONACO","Bad Bunny",27,"PE","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"629898","La Triple M","Mawell",28,"PE","12/12/2023",76,TRUE,201120,0.789,"6/2/2023"
"629899","Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21, Manuel Turizo",29,"PE","12/12/2023",84,FALSE,220116,0.681,"5/11/2018"
"629900","ANDO","Jere Klein, Gittobeatz",30,"PE","12/12/2023",68,TRUE,172774,0.869,"12/1/2023"
"629901","TQG","KAROL G, Shakira",31,"PE","12/12/2023",89,TRUE,197933,0.72,"2/24/2023"
"629902","Normal","Feid",32,"PE","12/12/2023",85,TRUE,171880,0.709,"9/14/2022"
"629903","CHORRITO PA LAS ANIMAS","Feid",33,"PE","12/12/2023",85,TRUE,168133,0.743,"12/2/2022"
"629904","LA INOCENTE","Mora, Feid",34,"PE","12/12/2023",87,TRUE,202173,0.757,"4/1/2022"
"629905","La Bebe - Remix","Yng Lvcas, Peso Pluma",35,"PE","12/12/2023",90,TRUE,234352,0.812,"3/17/2023"
"629906","Standing Next to You","Jung Kook",36,"PE","12/12/2023",98,FALSE,206019,0.711,"11/3/2023"
"629907","Amanece","Anuel AA, Haze",37,"PE","12/12/2023",84,FALSE,190004,0.79,"12/14/2018"
"629908","Escápate Conmigo - Remix","Wolfine, Ñejo",38,"PE","12/12/2023",84,TRUE,167418,0.826,"9/6/2012"
"629909","Yandel 150","Yandel, Feid",39,"PE","12/12/2023",84,TRUE,216148,0.783,"1/13/2023"
"629910","Me Porto Bonito","Bad Bunny, Chencho Corleone",40,"PE","12/12/2023",89,TRUE,178567,0.911,"5/6/2022"
"629911","Pa' Que Retozen","Tego Calderón",41,"PE","12/12/2023",83,TRUE,151666,0.815,"7/1/2003"
"629912","OKI DOKI","KAROL G",42,"PE","12/12/2023",79,TRUE,143789,0.843,"8/10/2023"
"629913","Holanda","Jhayco",43,"PE","12/12/2023",89,TRUE,231693,0.831,"7/28/2023"
"629914","UN PREVIEW","Bad Bunny",44,"PE","12/12/2023",85,TRUE,165582,0.795,"10/13/2023"
"629915","Te Pintaron Pajaritos","Yandar & Yostin, Andy Rivera",45,"PE","12/12/2023",82,FALSE,172558,0.894,"12/30/2016"
"629916","Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j",46,"PE","12/12/2023",85,FALSE,189901,0.795,"10/3/2023"
"629917","FINA","Bad Bunny, Young Miko",47,"PE","12/12/2023",90,TRUE,216327,0.847,"10/13/2023"
"629918","PROVENZA","KAROL G",48,"PE","12/12/2023",85,FALSE,207626,0.87,"2/24/2023"
"629919","Amor Vuelve - (En Vivo)","Grupo 5, Eddy Herrera",49,"PE","12/12/2023",60,FALSE,226877,0.626,"5/26/2023"
"629920","Primera Cita","Carin Leon",50,"PE","12/12/2023",87,FALSE,186455,0.535,"5/19/2023"
"629921","PERRO NEGRO","Bad Bunny, Feid",1,"PA","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"629922","QLONA","KAROL G, Peso Pluma",2,"PA","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"629923","LALA","Myke Towers",3,"PA","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"629924","MONACO","Bad Bunny",4,"PA","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"629925","Columbia","Quevedo",5,"PA","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"629926","Según Quién","Maluma, Carin Leon",6,"PA","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"629927","Tu Chacal","SMILE BEATS, Valentino GRM, JEYSON",7,"PA","12/12/2023",58,TRUE,171812,0.66,"3/23/2023"
"629928","AMARGURA","KAROL G",8,"PA","12/12/2023",90,TRUE,170480,0.92,"2/24/2023"
"629929","Abracadabra","BARBEL, Bombermusik",9,"PA","12/12/2023",58,TRUE,210000,0.638,"8/17/2023"
"629930","Lollipop","Darell",10,"PA","12/12/2023",92,TRUE,199946,0.822,"7/28/2023"
"629931","Pa Encima","Ninjaa CH",11,"PA","12/12/2023",47,FALSE,158372,0.838,"12/1/2023"
"629932","Besitos","BARBEL",12,"PA","12/12/2023",51,FALSE,301276,0.558,"11/29/2023"
"629933","CLASSY 101","Feid, Young Miko",13,"PA","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"629934","LUNA","Feid, ATL Jacob",14,"PA","12/12/2023",82,FALSE,196800,0.774,"12/1/2023"
"629935","Tu Buay","Valentino GRM, SMILE BEATS",15,"PA","12/12/2023",55,FALSE,138653,0.628,"9/11/2023"
"629936","FINA","Bad Bunny, Young Miko",16,"PA","12/12/2023",90,TRUE,216327,0.847,"10/13/2023"
"629937","Narcotics (with Bryant Myers)","Dei V, Bryant Myers",17,"PA","12/12/2023",84,TRUE,173991,0.711,"9/14/2023"
"629938","Si No Estás","iñigo quintero",18,"PA","12/12/2023",98,FALSE,184061,0.537,"9/23/2022"
"629939","La Ruta","Haquil, Valentino GRM, SMILE BEATS, JEYSON",19,"PA","12/12/2023",57,TRUE,221100,0.562,"5/5/2023"
"629940","Que Onda","Calle 24, Chino Pacas, Fuerza Regida",20,"PA","12/12/2023",95,TRUE,191466,0.808,"8/30/2023"
"629941","Feliz Cumpleaños Ferxxo","Feid",21,"PA","12/12/2023",87,FALSE,155960,0.865,"9/14/2022"
"629942","Es un Secreto","Plan B",22,"PA","12/12/2023",72,FALSE,190560,0.841,"7/20/2010"
"629943","La Bachata","Manuel Turizo",23,"PA","12/12/2023",85,FALSE,162637,0.835,"3/17/2023"
"629944","Hey Mor","Ozuna, Feid",24,"PA","12/12/2023",87,FALSE,196600,0.901,"10/7/2022"
"629945","MI EX TENÍA RAZÓN","KAROL G",25,"PA","12/12/2023",88,FALSE,154374,0.634,"8/10/2023"
"629946","Normal","Feid",26,"PA","12/12/2023",85,TRUE,171880,0.709,"9/14/2022"
"629947","Yandel 150","Yandel, Feid",27,"PA","12/12/2023",84,TRUE,216148,0.783,"1/13/2023"
